loan_id,application_date,income_at_application,debt_ratio_at_application,credit_history_months_at_application,age_at_application,prev_loans_at_application,loan_amount_at_application,occupation_at_application,collection_calls,account_status,days_since_last_payment,defaulted
L-29790,2025-05-28,34715.30,0.259,128,56,5,50000.00,พนักงานประจำ,1,ปกติ,14,0
L-31446,2025-05-28,42793.19,0.269,43,49,0,200000.00,อาชีพอิสระ,1,ปกติ,28,0
L-31605,2025-05-28,47239.35,0.677,180,57,2,50000.00,ข้าราชการ,2,ปกติ,20,0
L-21211,2025-05-29,28837.90,0.489,160,41,4,50000.00,ข้าราชการ,1,ปกติ,7,0
L-21277,2025-05-29,38482.02,0.37,57,58,5,50000.00,อาชีพอิสระ,2,ปกติ,10,0
L-22097,2025-05-29,34382.32,0.51,74,63,6,500000.00,ข้าราชการ,0,ปกติ,21,0
L-24734,2025-05-29,22984.58,0.506,112,64,6,300000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,5,0
L-25642,2025-05-29,25676.29,0.357,123,54,3,500000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,27,0
L-26815,2025-05-29,21373.69,0.02,42,55,5,200000.00,พนักงานประจำ,1,ปกติ,13,0
L-26963,2025-05-29,47488.12,0.389,196,22,3,200000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,6,0
L-28145,2025-05-29,50293.86,0.294,88,55,1,100000.00,ธุรกิจส่วนตัว,2,ปกติ,9,0
L-28170,2025-05-29,44520.82,0.349,228,31,1,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,0,0
L-29564,2025-05-29,38606.49,0.394,217,39,5,500000.00,ข้าราชการ,2,ปกติ,13,0
L-29713,2025-05-29,29955.05,0.02,158,21,1,50000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,13,0
L-30661,2025-05-29,15207.92,0.098,164,40,2,50000.00,ธุรกิจส่วนตัว,0,ปกติ,10,0
L-30844,2025-05-29,34071.43,0.617,33,45,0,500000.00,อาชีพอิสระ,14,ค้างชำระ,162,1
L-31073,2025-05-29,13845.68,0.658,179,49,6,150000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,22,0
L-31387,2025-05-29,20370.45,0.16,36,63,6,200000.00,ข้าราชการ,4,ค้างชำระ,68,1
L-31804,2025-05-29,41528.15,0.369,19,43,3,300000.00,พนักงานประจำ,2,ปกติ,18,0
L-20005,2025-05-30,62484.58,0.536,76,25,5,300000.00,ข้าราชการ,1,ปกติ,25,0
L-20577,2025-05-30,32515.83,0.156,231,29,5,500000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,19,0
L-21516,2025-05-30,43576.56,0.286,173,63,6,200000.00,ข้าราชการ,14,ค้างชำระ,177,1
L-22640,2025-05-30,9442.30,0.691,128,51,4,50000.00,อาชีพอิสระ,5,ค้างชำระ,134,1
L-22862,2025-05-30,32747.57,0.48,78,64,3,300000.00,ธุรกิจส่วนตัว,1,ปกติ,15,0
L-23248,2025-05-30,24728.15,0.02,12,32,4,300000.00,ข้าราชการ,0,ปกติ,18,0
L-23570,2025-05-30,39554.68,0.483,30,28,5,150000.00,พนักงานประจำ,11,ค้างชำระ,60,1
L-24095,2025-05-30,54290.53,0.518,171,45,2,300000.00,ข้าราชการ,2,ปกติ,14,0
L-25013,2025-05-30,40327.07,0.203,79,61,4,300000.00,พนักงานประจำ,0,ปกติ,30,0
L-25301,2025-05-30,41595.42,0.443,129,56,5,500000.00,ธุรกิจส่วนตัว,1,ปกติ,11,0
L-25368,2025-05-30,32073.57,0.58,221,38,6,50000.00,พนักงานประจำ,1,ปกติ,29,0
L-25517,2025-05-30,47047.58,0.02,26,41,3,50000.00,อาชีพอิสระ,2,ปกติ,22,0
L-26031,2025-05-30,32286.00,0.491,98,45,4,500000.00,ข้าราชการ,2,ปกติ,21,0
L-26700,2025-05-30,37544.53,0.123,68,25,2,500000.00,ข้าราชการ,0,ปกติ,4,0
L-26871,2025-05-30,18854.81,0.274,77,32,6,150000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,0,0
L-28835,2025-05-30,21716.84,0.625,19,63,3,200000.00,ธุรกิจส่วนตัว,2,ปกติ,13,0
L-28980,2025-05-30,30363.24,0.451,177,63,4,500000.00,พนักงานประจำ,1,ปกติ,27,0
L-29881,2025-05-30,36703.35,0.547,162,33,6,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,23,0
L-30376,2025-05-30,32313.79,0.212,41,65,0,150000.00,อาชีพอิสระ,0,ปกติ,21,0
L-31273,2025-05-30,16988.07,0.228,167,53,1,300000.00,ธุรกิจส่วนตัว,2,ปกติ,5,0
L-21915,2025-05-31,15687.98,0.443,206,60,0,50000.00,พนักงานประจำ,0,ปกติ,24,0
L-22388,2025-05-31,17511.89,0.684,146,35,5,300000.00,อาชีพอิสระ,0,ปกติ,16,0
L-22752,2025-05-31,17287.60,0.36,29,40,6,200000.00,พนักงานประจำ,1,ปกติ,29,0
L-24056,2025-05-31,9000.00,0.589,183,65,5,500000.00,พนักงานประจำ,2,ปกติ,13,0
L-25404,2025-05-31,42318.02,0.19,79,31,3,200000.00,อาชีพอิสระ,0,ปกติ,5,0
L-25415,2025-05-31,26248.16,0.421,16,54,3,200000.00,ข้าราชการ,0,ปกติ,30,0
L-27762,2025-05-31,15341.85,0.363,210,28,1,200000.00,ธุรกิจส่วนตัว,0,ปกติ,12,0
L-28026,2025-05-31,33140.25,0.149,32,26,1,300000.00,พนักงานประจำ,1,ปกติ,12,0
L-30256,2025-05-31,54278.40,0.27,231,61,1,50000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,13,0
L-31400,2025-05-31,42710.20,0.446,207,51,3,200000.00,อาชีพอิสระ,2,ปกติ,9,0
L-31552,2025-05-31,37023.01,0.251,30,25,2,150000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,12,0
L-20165,2025-06-01,9000.00,0.129,176,36,0,200000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,17,0
L-21200,2025-06-01,24095.35,0.655,121,58,4,50000.00,ธุรกิจส่วนตัว,1,ปกติ,27,0
L-23857,2025-06-01,9179.97,0.837,153,48,0,150000.00,อาชีพอิสระ,6,ค้างชำระ,70,1
L-23961,2025-06-01,26529.19,0.519,22,23,3,50000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,7,0
L-24397,2025-06-01,30218.96,0.734,22,32,1,50000.00,อาชีพอิสระ,0,ปกติ,10,0
L-24729,2025-06-01,23436.57,0.265,45,30,0,500000.00,ข้าราชการ,2,ปกติ,23,0
L-25498,2025-06-01,26919.08,0.288,31,38,5,150000.00,ธุรกิจส่วนตัว,1,ปกติ,27,0
L-26198,2025-06-01,22803.80,0.278,94,61,3,50000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,21,0
L-26308,2025-06-01,21866.61,0.48,202,24,0,300000.00,ธุรกิจส่วนตัว,1,ปกติ,24,0
L-27183,2025-06-01,30622.86,0.385,157,27,4,500000.00,อาชีพอิสระ,2,ปกติ,25,0
L-27426,2025-06-01,37576.71,0.436,80,34,5,50000.00,ธุรกิจส่วนตัว,0,ปกติ,24,0
L-27493,2025-06-01,40411.08,0.216,138,55,0,150000.00,อาชีพอิสระ,2,ปกติ,1,0
L-28184,2025-06-01,22303.51,0.29,191,51,3,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,13,0
L-29026,2025-06-01,34976.08,0.172,75,60,2,300000.00,พนักงานประจำ,1,ปกติ,19,0
L-29747,2025-06-01,59791.34,0.02,102,37,4,50000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,3,0
L-22863,2025-06-02,9000.00,0.394,91,35,3,50000.00,ธุรกิจส่วนตัว,2,ปกติ,10,0
L-24221,2025-06-02,17274.23,0.343,206,26,2,500000.00,ธุรกิจส่วนตัว,0,ปกติ,17,0
L-24372,2025-06-02,54077.31,0.43,70,32,5,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,2,0
L-24707,2025-06-02,49448.76,0.522,234,39,1,300000.00,พนักงานประจำ,0,ปกติ,13,0
L-25076,2025-06-02,49079.26,0.741,165,64,0,100000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,28,0
L-26761,2025-06-02,17157.57,0.02,215,58,0,150000.00,ธุรกิจส่วนตัว,1,ปกติ,26,0
L-30927,2025-06-02,42576.73,0.275,219,57,1,50000.00,ธุรกิจส่วนตัว,2,ปกติ,29,0
L-20102,2025-06-03,24214.37,0.664,7,33,5,50000.00,ธุรกิจส่วนตัว,4,ค้างชำระ,168,1
L-20118,2025-06-03,27022.96,0.472,221,34,5,500000.00,อาชีพอิสระ,2,ปกติ,19,0
L-21750,2025-06-03,11840.97,0.499,106,63,6,100000.00,พนักงานประจำ,2,ปกติ,17,0
L-23879,2025-06-03,23471.23,0.351,53,45,1,500000.00,ธุรกิจส่วนตัว,1,ปกติ,14,0
L-26472,2025-06-03,47681.55,0.593,2,26,6,500000.00,อาชีพอิสระ,10,ค้างชำระ,170,1
L-27395,2025-06-03,19346.55,0.61,218,49,3,150000.00,ธุรกิจส่วนตัว,2,ปกติ,2,0
L-28183,2025-06-03,25646.60,0.393,186,65,4,300000.00,อาชีพอิสระ,2,ปกติ,28,0
L-22999,2025-06-04,39625.58,0.811,121,36,1,150000.00,ธุรกิจส่วนตัว,0,ปกติ,24,0
L-23363,2025-06-04,45704.02,0.71,151,62,5,50000.00,พนักงานประจำ,0,ปกติ,17,0
L-23459,2025-06-04,38035.72,0.618,42,37,2,300000.00,อาชีพอิสระ,1,ปกติ,6,0
L-24347,2025-06-04,30955.64,0.267,135,53,6,50000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,27,0
L-24654,2025-06-04,27731.25,0.309,124,46,0,500000.00,ธุรกิจส่วนตัว,2,ปกติ,17,0
L-25035,2025-06-04,41508.27,0.427,144,36,2,300000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,11,0
L-25036,2025-06-04,26906.08,0.314,92,51,2,50000.00,พนักงานประจำ,0,ปกติ,25,0
L-26373,2025-06-04,21143.50,0.129,62,47,3,200000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,12,0
L-26449,2025-06-04,29446.11,0.504,79,59,3,150000.00,ธุรกิจส่วนตัว,12,ค้างชำระ,134,1
L-26910,2025-06-04,53770.18,0.362,56,32,3,50000.00,อาชีพอิสระ,1,ปกติ,9,0
L-27341,2025-06-04,38849.69,0.518,167,55,0,500000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,2,0
L-27596,2025-06-04,42498.42,0.183,38,23,0,500000.00,อาชีพอิสระ,0,ปกติ,4,0
L-28957,2025-06-04,9000.00,0.26,62,31,5,50000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,11,0
L-29846,2025-06-04,26460.15,0.742,146,44,1,150000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,21,0
L-29962,2025-06-04,9000.00,0.448,45,64,0,150000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,20,0
L-31248,2025-06-04,37877.32,0.623,175,60,5,100000.00,อาชีพอิสระ,0,ปกติ,6,0
L-31559,2025-06-04,49463.62,0.376,152,50,4,500000.00,ธุรกิจส่วนตัว,1,ปกติ,2,0
L-20282,2025-06-05,36325.05,0.361,36,62,2,100000.00,อาชีพอิสระ,1,ปกติ,26,0
L-21672,2025-06-05,40401.80,0.539,41,51,2,150000.00,อาชีพอิสระ,1,ปกติ,4,0
L-22833,2025-06-05,53032.72,0.412,96,58,0,100000.00,ธุรกิจส่วนตัว,0,ปกติ,7,0
L-24218,2025-06-05,41064.72,0.335,77,60,1,150000.00,อาชีพอิสระ,1,ปกติ,24,0
L-25458,2025-06-05,29826.87,0.183,37,30,4,150000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,24,0
L-25648,2025-06-05,26137.19,0.72,186,45,3,200000.00,อาชีพอิสระ,0,ปกติ,13,0
L-26503,2025-06-05,26524.23,0.403,228,58,1,500000.00,ข้าราชการ,0,ปกติ,3,0
L-27915,2025-06-05,43863.83,0.425,60,61,3,150000.00,ข้าราชการ,3,ค้างชำระ,114,1
L-30827,2025-06-05,32028.94,0.44,122,36,1,300000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,4,0
L-31549,2025-06-05,31144.92,0.487,24,45,4,500000.00,พนักงานประจำ,1,ปกติ,1,0
L-21840,2025-06-06,42622.01,0.417,33,37,1,100000.00,พนักงานประจำ,2,ปกติ,14,0
L-21906,2025-06-06,27236.69,0.636,99,58,2,50000.00,ข้าราชการ,3,ค้างชำระ,85,1
L-23840,2025-06-06,51018.08,0.38,113,23,5,150000.00,ธุรกิจส่วนตัว,0,ปกติ,14,0
L-24665,2025-06-06,52401.82,0.18,154,61,4,500000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,25,0
L-24936,2025-06-06,49222.00,0.218,180,26,3,500000.00,ข้าราชการ,0,ปกติ,4,0
L-25861,2025-06-06,16540.28,0.224,235,21,5,200000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,19,0
L-26079,2025-06-06,29940.96,0.425,231,51,3,200000.00,พนักงานประจำ,1,ปกติ,18,0
L-27429,2025-06-06,15412.14,0.213,68,54,4,300000.00,อาชีพอิสระ,1,ปกติ,8,0
L-27860,2025-06-06,40788.81,0.468,29,54,6,100000.00,อาชีพอิสระ,2,ปกติ,8,0
L-28882,2025-06-06,17126.72,0.465,213,44,5,200000.00,อาชีพอิสระ,0,ปกติ,12,0
L-28991,2025-06-06,21891.98,0.053,214,52,4,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,19,0
L-29295,2025-06-06,26214.37,0.332,39,22,4,200000.00,ธุรกิจส่วนตัว,1,ปกติ,1,0
L-30312,2025-06-06,29336.37,0.448,78,24,6,300000.00,ข้าราชการ,2,ปกติ,15,0
L-30869,2025-06-06,13376.30,0.451,74,21,6,150000.00,ข้าราชการ,14,ค้างชำระ,97,1
L-31082,2025-06-06,13658.56,0.421,80,39,4,200000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,6,0
L-21235,2025-06-07,73815.59,0.325,128,37,0,150000.00,ข้าราชการ,1,ปกติ,23,0
L-22055,2025-06-07,34335.67,0.259,209,41,2,150000.00,ข้าราชการ,2,ปกติ,7,0
L-23320,2025-06-07,46884.57,0.758,138,31,0,50000.00,อาชีพอิสระ,13,ค้างชำระ,61,1
L-25778,2025-06-07,15194.84,0.53,27,41,0,300000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,84,1
L-26498,2025-06-07,48241.59,0.306,49,46,5,100000.00,ธุรกิจส่วนตัว,2,ปกติ,4,0
L-26813,2025-06-07,27549.03,0.439,144,25,5,200000.00,พนักงานประจำ,13,ค้างชำระ,123,1
L-27365,2025-06-07,18169.01,0.302,156,61,2,500000.00,ข้าราชการ,14,ค้างชำระ,122,1
L-27598,2025-06-07,42271.26,0.296,47,31,1,500000.00,อาชีพอิสระ,0,ปกติ,27,0
L-27735,2025-06-07,29749.54,0.337,54,33,1,500000.00,ธุรกิจส่วนตัว,2,ปกติ,8,0
L-28080,2025-06-07,35736.89,0.421,129,28,1,150000.00,พนักงานประจำ,2,ปกติ,21,0
L-29443,2025-06-07,40612.72,0.02,143,28,3,300000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,17,0
L-29697,2025-06-07,37197.94,0.537,107,26,6,150000.00,พนักงานประจำ,0,ปกติ,13,0
L-30108,2025-06-07,11823.67,0.732,166,32,4,100000.00,อาชีพอิสระ,5,ค้างชำระ,87,1
L-30360,2025-06-07,25240.77,0.365,51,65,3,50000.00,พนักงานประจำ,0,ปกติ,17,0
L-31964,2025-06-07,51224.24,0.82,222,28,1,50000.00,ธุรกิจส่วนตัว,1,ปกติ,3,0
L-22487,2025-06-08,35285.36,0.317,15,36,0,50000.00,ธุรกิจส่วนตัว,2,ปกติ,11,0
L-23406,2025-06-08,23527.73,0.374,111,49,2,100000.00,ธุรกิจส่วนตัว,2,ปกติ,0,0
L-23832,2025-06-08,32937.32,0.337,240,53,1,100000.00,ข้าราชการ,4,ค้างชำระ,122,1
L-24289,2025-06-08,41694.12,0.427,112,44,3,50000.00,ข้าราชการ,14,ค้างชำระ,157,1
L-25781,2025-06-08,41176.57,0.471,177,57,0,200000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,26,0
L-27968,2025-06-08,37103.60,0.458,15,38,1,100000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,1,0
L-28935,2025-06-08,14496.89,0.225,222,30,5,200000.00,อาชีพอิสระ,1,ปกติ,20,0
L-29121,2025-06-08,35945.90,0.2,108,37,3,500000.00,ธุรกิจส่วนตัว,2,ปกติ,2,0
L-30420,2025-06-08,22998.11,0.401,215,21,0,150000.00,ธุรกิจส่วนตัว,0,ปกติ,8,0
L-31064,2025-06-08,29303.88,0.427,79,39,6,300000.00,ข้าราชการ,1,ปกติ,5,0
L-31701,2025-06-08,48848.59,0.02,125,29,6,200000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,18,0
L-21172,2025-06-09,44585.38,0.466,212,44,1,100000.00,ข้าราชการ,0,ปกติ,30,0
L-21475,2025-06-09,10631.49,0.328,172,65,4,50000.00,อาชีพอิสระ,0,ปกติ,8,0
L-21668,2025-06-09,28968.26,0.406,67,44,0,200000.00,อาชีพอิสระ,1,ปกติ,3,0
L-21871,2025-06-09,49797.29,0.402,143,27,0,500000.00,ข้าราชการ,0,ปกติ,27,0
L-23548,2025-06-09,28987.44,0.139,131,64,0,100000.00,อาชีพอิสระ,0,ปกติ,17,0
L-27355,2025-06-09,25096.26,0.113,41,28,4,150000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,11,0
L-29423,2025-06-09,44207.66,0.596,34,47,6,150000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,25,0
L-20069,2025-06-10,43230.02,0.484,147,57,0,100000.00,พนักงานประจำ,0,ปกติ,16,0
L-20848,2025-06-10,59246.46,0.101,94,48,5,50000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,7,0
L-22570,2025-06-10,57035.25,0.613,180,23,5,50000.00,ข้าราชการ,1,ปกติ,15,0
L-23018,2025-06-10,35664.28,0.75,193,23,3,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,17,0
L-23692,2025-06-10,26339.96,0.532,201,45,0,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,20,0
L-23842,2025-06-10,51214.05,0.314,88,30,0,300000.00,พนักงานประจำ,2,ปกติ,1,0
L-24060,2025-06-10,46332.40,0.394,126,46,1,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,18,0
L-25653,2025-06-10,33349.92,0.268,4,26,6,500000.00,อาชีพอิสระ,1,ปกติ,7,0
L-27937,2025-06-10,59526.63,0.472,4,60,3,150000.00,พนักงานประจำ,0,ปกติ,22,0
L-28640,2025-06-10,53462.33,0.461,140,43,3,500000.00,อาชีพอิสระ,2,ปกติ,24,0
L-29304,2025-06-10,55548.11,0.386,100,62,4,500000.00,ข้าราชการ,1,ปกติ,28,0
L-29795,2025-06-10,49096.12,0.19,18,39,6,300000.00,ข้าราชการ,1,ปกติ,16,0
L-20804,2025-06-11,31448.86,0.518,231,61,1,150000.00,อาชีพอิสระ,1,ปกติ,27,0
L-21060,2025-06-11,54734.48,0.35,131,45,6,500000.00,ธุรกิจส่วนตัว,2,ปกติ,24,0
L-21315,2025-06-11,55245.89,0.698,195,30,1,300000.00,พนักงานประจำ,2,ปกติ,4,0
L-21550,2025-06-11,10771.71,0.537,63,38,5,300000.00,ธุรกิจส่วนตัว,12,ค้างชำระ,95,1
L-21844,2025-06-11,24317.49,0.47,224,42,4,200000.00,อาชีพอิสระ,4,ค้างชำระ,158,1
L-22739,2025-06-11,28700.39,0.325,98,32,0,500000.00,พนักงานประจำ,1,ปกติ,9,0
L-23698,2025-06-11,25808.86,0.453,30,27,2,300000.00,อาชีพอิสระ,2,ปกติ,17,0
L-24702,2025-06-11,19078.09,0.377,54,46,6,100000.00,ธุรกิจส่วนตัว,0,ปกติ,6,0
L-24848,2025-06-11,21591.85,0.512,77,33,2,300000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,17,0
L-24930,2025-06-11,33721.52,0.588,79,60,4,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,1,0
L-25313,2025-06-11,19182.41,0.346,104,59,2,200000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,11,0
L-25385,2025-06-11,17525.13,0.068,11,57,2,500000.00,ข้าราชการ,0,ปกติ,29,0
L-26979,2025-06-11,25084.36,0.476,34,61,6,300000.00,ธุรกิจส่วนตัว,1,ปกติ,11,0
L-28244,2025-06-11,9000.00,0.373,203,31,5,200000.00,ธุรกิจส่วนตัว,1,ปกติ,27,0
L-29102,2025-06-11,48948.35,0.482,87,39,3,200000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,11,0
L-29466,2025-06-11,29309.38,0.488,12,37,1,500000.00,อาชีพอิสระ,2,ปกติ,4,0
L-29549,2025-06-11,28190.70,0.268,60,48,1,500000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,15,0
L-31746,2025-06-11,43523.05,0.468,147,59,0,150000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,7,0
L-20429,2025-06-12,25646.22,0.223,177,42,5,300000.00,ข้าราชการ,0,ปกติ,0,0
L-20467,2025-06-12,17032.03,0.387,209,47,1,200000.00,ข้าราชการ,1,ปกติ,26,0
L-21161,2025-06-12,23190.97,0.264,21,26,5,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,26,0
L-21972,2025-06-12,35996.70,0.458,196,25,0,500000.00,ธุรกิจส่วนตัว,1,ปกติ,28,0
L-24183,2025-06-12,42430.05,0.472,59,43,0,300000.00,ธุรกิจส่วนตัว,2,ปกติ,18,0
L-24341,2025-06-12,46053.66,0.647,77,46,6,100000.00,ข้าราชการ,0,ปกติ,2,0
L-25927,2025-06-12,19596.78,0.417,6,59,0,150000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,24,0
L-26479,2025-06-12,27451.57,0.214,45,55,0,100000.00,อาชีพอิสระ,1,ปกติ,8,0
L-26587,2025-06-12,29133.75,0.383,39,27,3,50000.00,ธุรกิจส่วนตัว,5,ค้างชำระ,109,1
L-27026,2025-06-12,22035.25,0.2,150,59,0,200000.00,อาชีพอิสระ,8,ค้างชำระ,179,1
L-28096,2025-06-12,51750.34,0.218,73,23,6,50000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,6,0
L-28811,2025-06-12,34807.02,0.579,22,23,5,50000.00,อาชีพอิสระ,0,ปกติ,14,0
L-29052,2025-06-12,9000.00,0.487,222,25,2,500000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,30,0
L-29819,2025-06-12,35858.79,0.537,222,39,6,300000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,22,0
L-29899,2025-06-12,33874.13,0.311,188,63,6,500000.00,ข้าราชการ,8,ค้างชำระ,105,1
L-30333,2025-06-12,28345.32,0.174,30,60,4,500000.00,ข้าราชการ,1,ปกติ,28,0
L-20331,2025-06-13,20377.73,0.02,118,49,1,100000.00,ข้าราชการ,0,ปกติ,21,0
L-21793,2025-06-13,41324.31,0.359,162,43,0,300000.00,พนักงานประจำ,2,ปกติ,1,0
L-23769,2025-06-13,32382.48,0.507,128,30,2,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,29,0
L-25649,2025-06-13,26714.47,0.02,177,33,3,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,7,0
L-26865,2025-06-13,24202.70,0.516,140,40,1,500000.00,อาชีพอิสระ,2,ปกติ,2,0
L-26930,2025-06-13,32049.10,0.136,9,26,6,200000.00,พนักงานประจำ,1,ปกติ,19,0
L-27777,2025-06-13,28057.50,0.352,11,54,5,300000.00,พนักงานประจำ,1,ปกติ,21,0
L-28328,2025-06-13,40223.47,0.216,0,46,2,300000.00,พนักงานประจำ,1,ปกติ,15,0
L-28391,2025-06-13,55078.16,0.353,193,33,2,300000.00,อาชีพอิสระ,1,ปกติ,0,0
L-20164,2025-06-14,39470.39,0.509,212,28,2,200000.00,อาชีพอิสระ,1,ปกติ,26,0
L-21994,2025-06-14,60263.59,0.4,161,37,4,150000.00,อาชีพอิสระ,2,ปกติ,28,0
L-24481,2025-06-14,59028.17,0.291,157,63,1,100000.00,ธุรกิจส่วนตัว,2,ปกติ,12,0
L-24920,2025-06-14,36708.24,0.388,112,58,2,300000.00,อาชีพอิสระ,11,ค้างชำระ,53,1
L-25111,2025-06-14,27472.48,0.432,12,61,4,500000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,11,0
L-25116,2025-06-14,9000.00,0.318,24,43,4,150000.00,อาชีพอิสระ,5,ค้างชำระ,83,1
L-27801,2025-06-14,30760.03,0.023,35,57,1,300000.00,ธุรกิจส่วนตัว,0,ปกติ,2,0
L-28381,2025-06-14,54245.26,0.403,232,61,5,50000.00,ธุรกิจส่วนตัว,3,ค้างชำระ,71,1
L-29705,2025-06-14,44085.32,0.4,188,37,2,50000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,9,0
L-20089,2025-06-15,36724.86,0.296,65,25,2,150000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,20,0
L-20112,2025-06-15,9548.93,0.608,170,48,6,200000.00,พนักงานประจำ,0,ปกติ,20,0
L-20506,2025-06-15,33742.52,0.226,180,29,3,300000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,5,0
L-20803,2025-06-15,24260.28,0.254,73,32,3,50000.00,พนักงานประจำ,2,ปกติ,11,0
L-21876,2025-06-15,29903.64,0.456,63,27,3,200000.00,อาชีพอิสระ,8,ค้างชำระ,166,1
L-22944,2025-06-15,31542.36,0.383,191,53,2,300000.00,พนักงานประจำ,0,ปกติ,22,0
L-25847,2025-06-15,49936.09,0.342,192,39,3,150000.00,พนักงานประจำ,0,ปกติ,9,0
L-26219,2025-06-15,28196.80,0.374,87,37,1,300000.00,ข้าราชการ,2,ปกติ,28,0
L-27301,2025-06-15,27065.74,0.481,205,32,3,100000.00,อาชีพอิสระ,2,ปกติ,0,0
L-27418,2025-06-15,27697.98,0.706,51,63,0,500000.00,ข้าราชการ,0,ปกติ,1,0
L-28973,2025-06-15,11606.78,0.548,138,63,2,200000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,86,1
L-29122,2025-06-15,31212.67,0.452,25,59,4,300000.00,ข้าราชการ,1,ปกติ,12,0
L-29624,2025-06-15,25294.97,0.823,180,63,0,200000.00,พนักงานประจำ,0,ปกติ,29,0
L-30870,2025-06-15,55043.03,0.573,96,60,6,50000.00,อาชีพอิสระ,1,ปกติ,9,0
L-20640,2025-06-16,25613.13,0.512,82,33,0,200000.00,อาชีพอิสระ,1,ปกติ,20,0
L-20724,2025-06-16,16597.83,0.282,125,42,4,200000.00,อาชีพอิสระ,0,ปกติ,26,0
L-22422,2025-06-16,32700.00,0.386,78,21,0,200000.00,พนักงานประจำ,0,ปกติ,22,0
L-23274,2025-06-16,53345.79,0.156,186,38,6,50000.00,พนักงานประจำ,9,ค้างชำระ,101,1
L-23648,2025-06-16,19527.57,0.567,50,43,5,500000.00,ธุรกิจส่วนตัว,5,ค้างชำระ,147,1
L-24498,2025-06-16,56221.79,0.088,101,43,5,150000.00,อาชีพอิสระ,0,ปกติ,1,0
L-29049,2025-06-16,40331.47,0.315,50,31,5,500000.00,อาชีพอิสระ,0,ปกติ,9,0
