sales_date,store_id,region,net_amount,transactions
2025-05-03,S-03,ภาคอีสาน,61871.63,231
2025-05-03,S-04,ภาคอีสาน,61871.63,216
2025-05-03,S-05,ภาคเหนือ,65511.14,260
2025-05-03,S-06,ภาคใต้,58232.12,182
2025-05-03,S-90,ภาคกลาง,109185.23,395
2025-05-04,S-01,ภาคกลาง,110972.3,357
2025-05-04,S-02,ภาคกลาง,110972.3,380
2025-05-04,S-03,ภาคอีสาน,62884.3,325
2025-05-04,S-04,ภาคอีสาน,62884.3,227
2025-05-04,S-05,ภาคเหนือ,66583.38,280
2025-05-04,S-06,ภาคใต้,59185.22,186
2025-05-04,S-90,ภาคกลาง,110972.3,448
2025-05-05,S-01,ภาคกลาง,79270.73,297
2025-05-05,S-02,ภาคกลาง,79270.73,289
2025-05-05,S-03,ภาคอีสาน,44920.08,159
2025-05-05,S-04,ภาคอีสาน,44920.08,241
2025-05-05,S-05,ภาคเหนือ,47562.44,203
2025-05-05,S-06,ภาคใต้,42277.72,136
2025-05-05,S-90,ภาคกลาง,79270.73,280
2025-05-06,S-01,ภาคกลาง,77587.45,321
2025-05-06,S-02,ภาคกลาง,77587.45,404
2025-05-06,S-03,ภาคอีสาน,43966.22,199
2025-05-06,S-04,ภาคอีสาน,43966.22,225
2025-05-06,S-05,ภาคเหนือ,46552.47,168
2025-05-06,S-06,ภาคใต้,41379.98,129
2025-05-06,S-90,ภาคกลาง,77587.45,399
2025-05-07,S-01,ภาคกลาง,92733.91,311
2025-05-07,S-02,ภาคกลาง,92733.91,484
2025-05-07,S-03,ภาคอีสาน,52549.22,255
2025-05-07,S-04,ภาคอีสาน,52549.22,227
2025-05-07,S-05,ภาคเหนือ,55640.35,193
2025-05-07,S-06,ภาคใต้,49458.09,160
2025-05-07,S-90,ภาคกลาง,92733.91,513
2025-05-08,S-01,ภาคกลาง,88976.63,471
2025-05-08,S-02,ภาคกลาง,88976.63,323
2025-05-08,S-03,ภาคอีสาน,50420.09,176
2025-05-08,S-04,ภาคอีสาน,50420.09,170
2025-05-08,S-05,ภาคเหนือ,53385.98,195
2025-05-08,S-06,ภาคใต้,47454.2,171
2025-05-08,S-90,ภาคกลาง,88976.63,410
2025-05-09,S-01,ภาคกลาง,82926.68,455
2025-05-09,S-02,ภาคกลาง,82926.68,326
2025-05-09,S-03,ภาคอีสาน,46991.78,181
2025-05-09,S-04,ภาคอีสาน,46991.78,242
2025-05-09,S-05,ภาคเหนือ,49756.01,197
2025-05-09,S-06,ภาคใต้,44227.56,243
2025-05-09,S-90,ภาคกลาง,82926.68,295
2025-05-10,S-01,ภาคกลาง,109373.56,373
2025-05-10,S-02,ภาคกลาง,109373.56,422
2025-05-10,S-03,ภาคอีสาน,61978.35,246
2025-05-10,S-04,ภาคอีสาน,61978.35,249
2025-05-10,S-05,ภาคเหนือ,65624.14,345
2025-05-10,S-06,ภาคใต้,58332.57,201
2025-05-10,S-90,ภาคกลาง,109373.56,418
2025-05-11,S-01,ภาคกลาง,112640.4,489
2025-05-11,S-02,ภาคกลาง,112640.4,583
2025-05-11,S-03,ภาคอีสาน,63829.56,232
2025-05-11,S-04,ภาคอีสาน,63829.56,244
2025-05-11,S-05,ภาคเหนือ,67584.24,281
2025-05-11,S-06,ภาคใต้,60074.88,249
2025-05-11,S-90,ภาคกลาง,112640.4,371
2025-05-12,S-01,ภาคกลาง,92455.38,305
2025-05-12,S-02,ภาคกลาง,92455.38,339
2025-05-12,S-03,ภาคอีสาน,52391.38,169
2025-05-12,S-04,ภาคอีสาน,52391.38,166
2025-05-12,S-05,ภาคเหนือ,55473.23,288
2025-05-12,S-06,ภาคใต้,49309.53,227
2025-05-12,S-90,ภาคกลาง,92455.38,454
2025-05-13,S-01,ภาคกลาง,79253.58,292
2025-05-13,S-02,ภาคกลาง,79253.58,391
2025-05-13,S-03,ภาคอีสาน,44910.36,197
2025-05-13,S-04,ภาคอีสาน,44910.36,154
2025-05-13,S-05,ภาคเหนือ,47552.15,263
2025-05-13,S-06,ภาคใต้,42268.58,133
2025-05-13,S-90,ภาคกลาง,79253.58,283
2025-05-14,S-01,ภาคกลาง,90191.13,351
2025-05-14,S-02,ภาคกลาง,90191.13,390
2025-05-14,S-03,ภาคอีสาน,51108.3,208
2025-05-14,S-04,ภาคอีสาน,51108.3,177
2025-05-14,S-05,ภาคเหนือ,54114.68,229
2025-05-14,S-06,ภาคใต้,48101.93,247
2025-05-14,S-90,ภาคกลาง,90191.13,368
2025-05-15,S-01,ภาคกลาง,89094.82,301
2025-05-15,S-02,ภาคกลาง,89094.82,294
2025-05-15,S-03,ภาคอีสาน,50487.07,158
2025-05-15,S-04,ภาคอีสาน,50487.07,223
2025-05-15,S-05,ภาคเหนือ,53456.89,254
2025-05-15,S-06,ภาคใต้,47517.24,168
2025-05-15,S-90,ภาคกลาง,89094.82,303
2025-05-16,S-01,ภาคกลาง,81303.96,271
2025-05-16,S-02,ภาคกลาง,81303.96,277
2025-05-16,S-03,ภาคอีสาน,46072.25,162
2025-05-16,S-04,ภาคอีสาน,46072.25,229
2025-05-16,S-05,ภาคเหนือ,48782.38,208
2025-05-16,S-06,ภาคใต้,43362.11,183
2025-05-16,S-90,ภาคกลาง,81303.96,296
2025-05-17,S-01,ภาคกลาง,112573.82,484
2025-05-17,S-02,ภาคกลาง,112573.82,558
2025-05-17,S-03,ภาคอีสาน,63791.83,320
2025-05-17,S-04,ภาคอีสาน,63791.83,314
2025-05-17,S-05,ภาคเหนือ,67544.29,230
2025-05-17,S-06,ภาคใต้,60039.37,222
2025-05-17,S-90,ภาคกลาง,112573.82,408
2025-05-18,S-01,ภาคกลาง,111199.82,517
2025-05-18,S-02,ภาคกลาง,111199.82,427
2025-05-18,S-03,ภาคอีสาน,63013.23,251
2025-05-18,S-04,ภาคอีสาน,63013.23,214
2025-05-18,S-05,ภาคเหนือ,66719.89,212
2025-05-18,S-06,ภาคใต้,59306.57,282
2025-05-18,S-90,ภาคกลาง,111199.82,570
2025-05-19,S-01,ภาคกลาง,92584.18,333
2025-05-19,S-02,ภาคกลาง,92584.18,322
2025-05-19,S-03,ภาคอีสาน,52464.37,217
2025-05-19,S-04,ภาคอีสาน,52464.37,175
2025-05-19,S-05,ภาคเหนือ,55550.51,180
2025-05-19,S-06,ภาคใต้,49378.23,168
2025-05-19,S-90,ภาคกลาง,92584.18,480
2025-05-20,S-01,ภาคกลาง,89965.69,335
2025-05-20,S-02,ภาคกลาง,89965.69,329
2025-05-20,S-03,ภาคอีสาน,50980.56,254
2025-05-20,S-04,ภาคอีสาน,50980.56,160
2025-05-20,S-05,ภาคเหนือ,53979.41,229
2025-05-20,S-06,ภาคใต้,47981.7,175
2025-05-20,S-90,ภาคกลาง,89965.69,319
2025-05-21,S-01,ภาคกลาง,83143.51,362
2025-05-21,S-02,ภาคกลาง,83143.51,380
2025-05-21,S-03,ภาคอีสาน,47114.65,151
2025-05-21,S-04,ภาคอีสาน,47114.65,238
2025-05-21,S-05,ภาคเหนือ,49886.1,256
2025-05-21,S-06,ภาคใต้,44343.2,192
2025-05-21,S-90,ภาคกลาง,83143.51,290
2025-05-22,S-01,ภาคกลาง,80206.72,421
2025-05-22,S-02,ภาคกลาง,80206.72,258
2025-05-22,S-03,ภาคอีสาน,45450.48,159
2025-05-22,S-04,ภาคอีสาน,45450.48,236
2025-05-22,S-05,ภาคเหนือ,48124.03,179
2025-05-22,S-06,ภาคใต้,42776.92,231
2025-05-22,S-90,ภาคกลาง,80206.72,423
2025-05-23,S-01,ภาคกลาง,93625.65,312
2025-05-23,S-02,ภาคกลาง,93625.65,361
2025-05-23,S-03,ภาคอีสาน,53054.54,171
2025-05-23,S-04,ภาคอีสาน,53054.54,169
2025-05-23,S-05,ภาคเหนือ,56175.39,246
2025-05-23,S-06,ภาคใต้,49933.68,172
2025-05-23,S-90,ภาคกลาง,93625.65,333
2025-05-24,S-01,ภาคกลาง,109956.88,478
2025-05-24,S-02,ภาคกลาง,109956.88,350
2025-05-24,S-03,ภาคอีสาน,62308.9,225
2025-05-24,S-04,ภาคอีสาน,62308.9,271
2025-05-24,S-05,ภาคเหนือ,65974.13,292
2025-05-24,S-06,ภาคใต้,58643.67,257
2025-05-24,S-90,ภาคกลาง,109956.88,522
2025-05-25,S-01,ภาคกลาง,110171.94,374
2025-05-25,S-02,ภาคกลาง,110171.94,549
2025-05-25,S-03,ภาคอีสาน,62430.77,245
2025-05-25,S-04,ภาคอีสาน,62430.77,208
2025-05-25,S-05,ภาคเหนือ,66103.16,289
2025-05-25,S-06,ภาคใต้,58758.37,271
2025-05-25,S-90,ภาคกลาง,110171.94,349
2025-05-26,S-01,ภาคกลาง,82589.95,368
2025-05-26,S-02,ภาคกลาง,82589.95,287
2025-05-26,S-03,ภาคอีสาน,46800.97,148
2025-05-26,S-04,ภาคอีสาน,46800.97,158
2025-05-26,S-05,ภาคเหนือ,49553.97,247
2025-05-26,S-06,ภาคใต้,44047.97,151
2025-05-26,S-90,ภาคกลาง,82589.95,429
2025-05-27,S-01,ภาคกลาง,78646.33,344
2025-05-27,S-02,ภาคกลาง,78646.33,433
2025-05-27,S-03,ภาคอีสาน,44566.25,229
2025-05-27,S-04,ภาคอีสาน,44566.25,226
2025-05-27,S-05,ภาคเหนือ,47187.8,173
2025-05-27,S-06,ภาคใต้,41944.71,194
2025-05-27,S-90,ภาคกลาง,78646.33,308
2025-05-28,S-01,ภาคกลาง,78644.64,261
2025-05-28,S-02,ภาคกลาง,78644.64,426
2025-05-28,S-03,ภาคอีสาน,44565.3,140
2025-05-28,S-04,ภาคอีสาน,44565.3,180
2025-05-28,S-05,ภาคเหนือ,47186.78,166
2025-05-28,S-06,ภาคใต้,41943.81,213
2025-05-28,S-90,ภาคกลาง,78644.64,316
2025-05-29,S-01,ภาคกลาง,88791.76,381
2025-05-29,S-02,ภาคกลาง,88791.76,337
2025-05-29,S-03,ภาคอีสาน,50315.33,223
2025-05-29,S-04,ภาคอีสาน,50315.33,162
2025-05-29,S-05,ภาคเหนือ,53275.05,249
2025-05-29,S-06,ภาคใต้,47355.6,180
2025-05-29,S-90,ภาคกลาง,88791.76,322
2025-05-30,S-01,ภาคกลาง,94933.6,346
2025-05-30,S-02,ภาคกลาง,94933.6,463
2025-05-30,S-03,ภาคอีสาน,53795.7,210
2025-05-30,S-04,ภาคอีสาน,53795.7,228
2025-05-30,S-05,ภาคเหนือ,56960.16,249
2025-05-30,S-06,ภาคใต้,50631.25,252
2025-05-30,S-90,ภาคกลาง,94933.6,407
2025-05-31,S-01,ภาคกลาง,110027.41,474
2025-05-31,S-02,ภาคกลาง,110027.41,402
2025-05-31,S-03,ภาคอีสาน,62348.87,289
2025-05-31,S-04,ภาคอีสาน,62348.87,227
2025-05-31,S-05,ภาคเหนือ,66016.45,341
2025-05-31,S-06,ภาคใต้,58681.29,191
2025-05-31,S-90,ภาคกลาง,110027.41,373
2025-06-01,S-01,ภาคกลาง,107420.94,375
2025-06-01,S-02,ภาคกลาง,107420.94,500
2025-06-01,S-03,ภาคอีสาน,60871.86,280
2025-06-01,S-04,ภาคอีสาน,60871.86,227
2025-06-01,S-05,ภาคเหนือ,64452.56,231
2025-06-01,S-06,ภาคใต้,57291.17,184
2025-06-01,S-90,ภาคกลาง,107420.94,368
2025-06-02,S-01,ภาคกลาง,88235.35,362
2025-06-02,S-02,ภาคกลาง,88235.35,351
2025-06-02,S-03,ภาคอีสาน,50000.03,201
2025-06-02,S-04,ภาคอีสาน,50000.03,244
2025-06-02,S-05,ภาคเหนือ,52941.21,191
2025-06-02,S-06,ภาคใต้,47058.85,232
2025-06-02,S-90,ภาคกลาง,88235.35,442
2025-06-03,S-01,ภาคกลาง,83380.19,313
2025-06-03,S-02,ภาคกลาง,83380.19,272
2025-06-03,S-03,ภาคอีสาน,47248.77,229
2025-06-03,S-04,ภาคอีสาน,47248.77,199
2025-06-03,S-05,ภาคเหนือ,50028.11,218
2025-06-03,S-06,ภาคใต้,44469.43,216
2025-06-03,S-90,ภาคกลาง,83380.19,276
2025-06-04,S-01,ภาคกลาง,76648.68,254
2025-06-04,S-02,ภาคกลาง,76648.68,378
2025-06-04,S-03,ภาคอีสาน,43434.25,229
2025-06-04,S-04,ภาคอีสาน,43434.25,197
2025-06-04,S-05,ภาคเหนือ,45989.21,182
2025-06-04,S-06,ภาคใต้,40879.29,144
2025-06-04,S-90,ภาคกลาง,76648.68,401
2025-06-05,S-01,ภาคกลาง,80638.44,427
2025-06-05,S-02,ภาคกลาง,80638.44,446
2025-06-05,S-03,ภาคอีสาน,45695.12,215
2025-06-05,S-04,ภาคอีสาน,45695.12,174
2025-06-05,S-05,ภาคเหนือ,48383.06,253
2025-06-05,S-06,ภาคใต้,43007.17,225
2025-06-05,S-90,ภาคกลาง,80638.44,440
2025-06-06,S-01,ภาคกลาง,93973.83,367
2025-06-06,S-02,ภาคกลาง,93973.83,295
2025-06-06,S-03,ภาคอีสาน,53251.84,288
2025-06-06,S-04,ภาคอีสาน,53251.84,269
2025-06-06,S-05,ภาคเหนือ,56384.3,252
2025-06-06,S-06,ภาคใต้,50119.38,184
2025-06-06,S-90,ภาคกลาง,93973.83,318
2025-06-07,S-01,ภาคกลาง,114068.8,524
2025-06-07,S-02,ภาคกลาง,114068.8,582
2025-06-07,S-03,ภาคอีสาน,64638.99,208
2025-06-07,S-04,ภาคอีสาน,64638.99,306
2025-06-07,S-05,ภาคเหนือ,68441.28,309
2025-06-07,S-06,ภาคใต้,60836.69,281
2025-06-07,S-90,ภาคกลาง,114068.8,547
2025-06-08,S-01,ภาคกลาง,104236.55,392
2025-06-08,S-02,ภาคกลาง,104236.55,485
2025-06-08,S-03,ภาคอีสาน,59067.38,217
2025-06-08,S-04,ภาคอีสาน,59067.38,264
2025-06-08,S-05,ภาคเหนือ,62541.93,216
2025-06-08,S-06,ภาคใต้,55592.83,200
2025-06-08,S-90,ภาคกลาง,104236.55,500
2025-06-09,S-01,ภาคกลาง,94769.56,420
2025-06-09,S-02,ภาคกลาง,94769.56,324
2025-06-09,S-03,ภาคอีสาน,53702.75,207
2025-06-09,S-04,ภาคอีสาน,53702.75,176
2025-06-09,S-05,ภาคเหนือ,56861.74,255
2025-06-09,S-06,ภาคใต้,50543.77,280
2025-06-09,S-90,ภาคกลาง,94769.56,314
2025-06-10,S-01,ภาคกลาง,90210.75,294
2025-06-10,S-02,ภาคกลาง,90210.75,326
2025-06-10,S-03,ภาคอีสาน,51119.43,234
2025-06-10,S-04,ภาคอีสาน,51119.43,196
2025-06-10,S-05,ภาคเหนือ,54126.45,283
2025-06-10,S-06,ภาคใต้,48112.4,210
2025-06-10,S-90,ภาคกลาง,90210.75,320
2025-06-11,S-01,ภาคกลาง,84783.05,287
2025-06-11,S-02,ภาคกลาง,84783.05,382
2025-06-11,S-03,ภาคอีสาน,48043.73,163
2025-06-11,S-04,ภาคอีสาน,48043.73,151
2025-06-11,S-05,ภาคเหนือ,50869.83,181
2025-06-11,S-06,ภาคใต้,45217.62,169
2025-06-11,S-90,ภาคกลาง,84783.05,397
2025-06-12,S-01,ภาคกลาง,87706.81,275
2025-06-12,S-02,ภาคกลาง,87706.81,277
2025-06-12,S-03,ภาคอีสาน,49700.52,238
2025-06-12,S-04,ภาคอีสาน,49700.52,195
2025-06-12,S-05,ภาคเหนือ,52624.08,248
2025-06-12,S-06,ภาคใต้,46776.96,186
2025-06-12,S-90,ภาคกลาง,87706.81,350
2025-06-13,S-01,ภาคกลาง,84056.54,355
2025-06-13,S-02,ภาคกลาง,84056.54,311
2025-06-13,S-03,ภาคอีสาน,47632.04,156
2025-06-13,S-04,ภาคอีสาน,47632.04,175
2025-06-13,S-05,ภาคเหนือ,50433.93,192
2025-06-13,S-06,ภาคใต้,44830.16,215
2025-06-13,S-90,ภาคกลาง,84056.54,455
2025-06-14,S-01,ภาคกลาง,120201.98,459
2025-06-14,S-02,ภาคกลาง,120201.98,397
2025-06-14,S-03,ภาคอีสาน,68114.45,377
2025-06-14,S-04,ภาคอีสาน,68114.45,294
2025-06-14,S-05,ภาคเหนือ,72121.19,235
2025-06-14,S-06,ภาคใต้,64107.72,266
2025-06-14,S-90,ภาคกลาง,120201.98,416
2025-06-15,S-01,ภาคกลาง,118313.37,570
2025-06-15,S-02,ภาคกลาง,118313.37,426
2025-06-15,S-03,ภาคอีสาน,67044.24,280
2025-06-15,S-04,ภาคอีสาน,67044.24,245
2025-06-15,S-05,ภาคเหนือ,70988.02,382
2025-06-15,S-06,ภาคใต้,63100.46,343
2025-06-15,S-90,ภาคกลาง,118313.37,442
2025-06-16,S-01,ภาคกลาง,88298.03,303
2025-06-16,S-02,ภาคกลาง,88298.03,354
2025-06-16,S-03,ภาคอีสาน,50035.55,241
2025-06-16,S-04,ภาคอีสาน,50035.55,187
2025-06-16,S-05,ภาคเหนือ,52978.82,180
2025-06-16,S-06,ภาคใต้,47092.29,157
2025-06-16,S-90,ภาคกลาง,88298.03,307
2025-06-17,S-01,ภาคกลาง,95173.98,443
2025-06-17,S-02,ภาคกลาง,95173.98,412
2025-06-17,S-03,ภาคอีสาน,53931.92,285
2025-06-17,S-04,ภาคอีสาน,53931.92,182
2025-06-17,S-05,ภาคเหนือ,57104.39,313
2025-06-17,S-06,ภาคใต้,50759.45,179
2025-06-17,S-90,ภาคกลาง,95173.98,371
2025-06-18,S-01,ภาคกลาง,89454.43,467
2025-06-18,S-02,ภาคกลาง,89454.43,337
2025-06-18,S-03,ภาคอีสาน,50690.84,189
2025-06-18,S-04,ภาคอีสาน,50690.84,222
2025-06-18,S-05,ภาคเหนือ,53672.66,204
2025-06-18,S-06,ภาคใต้,47709.03,168
2025-06-18,S-90,ภาคกลาง,89454.43,401
2025-06-19,S-01,ภาคกลาง,86858.91,300
2025-06-19,S-02,ภาคกลาง,86858.91,308
2025-06-19,S-03,ภาคอีสาน,49220.05,228
2025-06-19,S-04,ภาคอีสาน,49220.05,269
2025-06-19,S-05,ภาคเหนือ,52115.35,180
2025-06-19,S-06,ภาคใต้,46324.75,204
2025-06-19,S-90,ภาคกลาง,86858.91,339
2025-06-20,S-01,ภาคกลาง,85970.52,359
2025-06-20,S-02,ภาคกลาง,85970.52,303
2025-06-20,S-03,ภาคอีสาน,48716.63,157
2025-06-20,S-04,ภาคอีสาน,48716.63,261
2025-06-20,S-05,ภาคเหนือ,51582.31,169
2025-06-20,S-06,ภาคใต้,45850.95,207
2025-06-20,S-90,ภาคกลาง,85970.52,338
2025-06-21,S-01,ภาคกลาง,127321.61,623
2025-06-21,S-02,ภาคกลาง,127321.61,572
2025-06-21,S-03,ภาคอีสาน,72148.91,303
2025-06-21,S-04,ภาคอีสาน,72148.91,253
2025-06-21,S-05,ภาคเหนือ,76392.97,293
2025-06-21,S-06,ภาคใต้,67904.86,243
2025-06-21,S-90,ภาคกลาง,127321.61,423
2025-06-22,S-01,ภาคกลาง,125498.33,608
2025-06-22,S-02,ภาคกลาง,125498.33,600
2025-06-22,S-03,ภาคอีสาน,71115.72,323
2025-06-22,S-04,ภาคอีสาน,71115.72,248
2025-06-22,S-05,ภาคเหนือ,75299.0,286
2025-06-22,S-06,ภาคใต้,66932.44,277
2025-06-22,S-90,ภาคกลาง,125498.33,397
2025-06-23,S-01,ภาคกลาง,76516.63,270
2025-06-23,S-02,ภาคกลาง,76516.63,289
2025-06-23,S-03,ภาคอีสาน,43359.42,196
2025-06-23,S-04,ภาคอีสาน,43359.42,139
2025-06-23,S-05,ภาคเหนือ,45909.98,211
2025-06-23,S-06,ภาคใต้,40808.87,213
2025-06-23,S-90,ภาคกลาง,76516.63,248
2025-06-24,S-01,ภาคกลาง,78205.98,290
2025-06-24,S-02,ภาคกลาง,78205.98,247
2025-06-24,S-03,ภาคอีสาน,44316.72,226
2025-06-24,S-04,ภาคอีสาน,44316.72,206
2025-06-24,S-05,ภาคเหนือ,46923.59,175
2025-06-24,S-06,ภาคใต้,41709.86,225
2025-06-24,S-90,ภาคกลาง,78205.98,366
2025-06-25,S-01,ภาคกลาง,82762.39,259
2025-06-25,S-02,ภาคกลาง,82762.39,296
2025-06-25,S-03,ภาคอีสาน,46898.69,232
2025-06-25,S-04,ภาคอีสาน,46898.69,195
2025-06-25,S-05,ภาคเหนือ,49657.44,169
2025-06-25,S-06,ภาคใต้,44139.94,172
2025-06-25,S-90,ภาคกลาง,82762.39,292
2025-06-26,S-01,ภาคกลาง,88356.12,457
2025-06-26,S-02,ภาคกลาง,88356.12,423
2025-06-26,S-03,ภาคอีสาน,50068.47,232
2025-06-26,S-04,ภาคอีสาน,50068.47,196
2025-06-26,S-05,ภาคเหนือ,53013.67,182
2025-06-26,S-06,ภาคใต้,47123.26,204
2025-06-26,S-90,ภาคกลาง,88356.12,447
2025-06-27,S-01,ภาคกลาง,94535.27,459
2025-06-27,S-02,ภาคกลาง,94535.27,432
2025-06-27,S-03,ภาคอีสาน,53569.99,288
2025-06-27,S-04,ภาคอีสาน,53569.99,212
2025-06-27,S-05,ภาคเหนือ,56721.16,192
2025-06-27,S-06,ภาคใต้,50418.81,238
2025-06-27,S-90,ภาคกลาง,94535.27,334
2025-06-28,S-01,ภาคกลาง,108310.25,363
2025-06-28,S-02,ภาคกลาง,108310.25,542
2025-06-28,S-03,ภาคอีสาน,61375.81,289
2025-06-28,S-04,ภาคอีสาน,61375.81,198
2025-06-28,S-05,ภาคเหนือ,64986.15,348
2025-06-28,S-06,ภาคใต้,57765.47,191
2025-06-28,S-90,ภาคกลาง,108310.25,367
2025-06-29,S-01,ภาคกลาง,101158.19,317
2025-06-29,S-02,ภาคกลาง,101158.19,379
2025-06-29,S-03,ภาคอีสาน,57322.97,183
2025-06-29,S-04,ภาคอีสาน,57322.97,248
2025-06-29,S-05,ภาคเหนือ,60694.91,205
2025-06-29,S-06,ภาคใต้,53951.04,294
2025-06-29,S-90,ภาคกลาง,101158.19,336
2025-06-30,S-01,ภาคกลาง,93710.51,322
2025-06-30,S-02,ภาคกลาง,93710.51,452
2025-06-30,S-03,ภาคอีสาน,53102.62,279
2025-06-30,S-04,ภาคอีสาน,53102.62,226
2025-06-30,S-05,ภาคเหนือ,56226.31,255
2025-06-30,S-06,ภาคใต้,49978.94,193
2025-06-30,S-90,ภาคกลาง,93710.51,484
2025-07-01,S-01,ภาคกลาง,90804.36,381
2025-07-01,S-02,ภาคกลาง,90804.36,494
2025-07-01,S-03,ภาคอีสาน,51455.8,202
2025-07-01,S-04,ภาคอีสาน,51455.8,214
2025-07-01,S-05,ภาคเหนือ,54482.62,192
2025-07-01,S-06,ภาคใต้,48428.99,189
2025-07-01,S-90,ภาคกลาง,90804.36,317
2025-07-02,S-01,ภาคกลาง,89875.99,335
2025-07-02,S-02,ภาคกลาง,89875.99,323
2025-07-02,S-03,ภาคอีสาน,50929.73,242
2025-07-02,S-04,ภาคอีสาน,50929.73,196
2025-07-02,S-05,ภาคเหนือ,53925.6,195
2025-07-02,S-06,ภาคใต้,47933.86,180
2025-07-02,S-90,ภาคกลาง,89875.99,465
2025-07-03,S-01,ภาคกลาง,78654.06,368
2025-07-03,S-02,ภาคกลาง,78654.06,325
2025-07-03,S-03,ภาคอีสาน,44570.64,159
2025-07-03,S-04,ภาคอีสาน,44570.64,231
2025-07-03,S-05,ภาคเหนือ,47192.44,166
2025-07-03,S-06,ภาคใต้,41948.83,188
2025-07-03,S-90,ภาคกลาง,78654.06,264
2025-07-04,S-01,ภาคกลาง,77524.46,330
2025-07-04,S-02,ภาคกลาง,77524.46,409
2025-07-04,S-03,ภาคอีสาน,43930.52,228
2025-07-04,S-04,ภาคอีสาน,43930.52,180
2025-07-04,S-05,ภาคเหนือ,46514.67,206
2025-07-04,S-06,ภาคใต้,41346.38,187
2025-07-04,S-90,ภาคกลาง,77524.46,264
2025-07-05,S-01,ภาคกลาง,111568.7,461
2025-07-05,S-02,ภาคกลาง,111568.7,532
2025-07-05,S-03,ภาคอีสาน,63222.27,302
2025-07-05,S-04,ภาคอีสาน,63222.27,262
2025-07-05,S-05,ภาคเหนือ,66941.22,359
2025-07-05,S-06,ภาคใต้,59503.31,290
2025-07-05,S-90,ภาคกลาง,111568.7,436
2025-07-06,S-01,ภาคกลาง,124730.65,432
2025-07-06,S-02,ภาคกลาง,124730.65,424
2025-07-06,S-03,ภาคอีสาน,70680.7,248
2025-07-06,S-04,ภาคอีสาน,70680.7,223
2025-07-06,S-05,ภาคเหนือ,74838.39,361
2025-07-06,S-06,ภาคใต้,66523.01,224
2025-07-06,S-90,ภาคกลาง,124730.65,577
2025-07-07,S-01,ภาคกลาง,87120.31,302
2025-07-07,S-02,ภาคกลาง,87120.31,298
2025-07-07,S-03,ภาคอีสาน,49368.17,265
2025-07-07,S-04,ภาคอีสาน,49368.17,219
2025-07-07,S-05,ภาคเหนือ,52272.18,284
2025-07-07,S-06,ภาคใต้,46464.16,177
2025-07-07,S-90,ภาคกลาง,87120.31,365
2025-07-08,S-01,ภาคกลาง,88793.3,473
2025-07-08,S-02,ภาคกลาง,88793.3,450
2025-07-08,S-03,ภาคอีสาน,50316.2,242
2025-07-08,S-04,ภาคอีสาน,50316.2,251
2025-07-08,S-05,ภาคเหนือ,53275.98,223
2025-07-08,S-06,ภาคใต้,47356.43,168
2025-07-08,S-90,ภาคกลาง,88793.3,316
2025-07-09,S-01,ภาคกลาง,86807.43,356
2025-07-09,S-02,ภาคกลาง,86807.43,428
2025-07-09,S-03,ภาคอีสาน,49190.88,156
2025-07-09,S-04,ภาคอีสาน,49190.88,155
2025-07-09,S-05,ภาคเหนือ,52084.46,165
2025-07-09,S-06,ภาคใต้,46297.29,226
2025-07-09,S-90,ภาคกลาง,86807.43,429
2025-07-10,S-01,ภาคกลาง,91171.79,400
2025-07-10,S-02,ภาคกลาง,91171.79,422
2025-07-10,S-03,ภาคอีสาน,51664.02,163
2025-07-10,S-04,ภาคอีสาน,51664.02,168
2025-07-10,S-05,ภาคเหนือ,54703.07,203
2025-07-10,S-06,ภาคใต้,48624.96,240
2025-07-10,S-90,ภาคกลาง,91171.79,302
2025-07-11,S-01,ภาคกลาง,77817.76,299
2025-07-11,S-02,ภาคกลาง,77817.76,325
2025-07-11,S-03,ภาคอีสาน,44096.73,207
2025-07-11,S-04,ภาคอีสาน,44096.73,159
2025-07-11,S-05,ภาคเหนือ,46690.66,151
2025-07-11,S-06,ภาคใต้,41502.81,150
2025-07-11,S-90,ภาคกลาง,77817.76,406
2025-07-12,S-01,ภาคกลาง,108125.55,351
2025-07-12,S-02,ภาคกลาง,108125.55,373
2025-07-12,S-03,ภาคอีสาน,61271.14,242
2025-07-12,S-04,ภาคอีสาน,61271.14,262
2025-07-12,S-05,ภาคเหนือ,64875.33,340
2025-07-12,S-06,ภาคใต้,57666.96,270
2025-07-12,S-90,ภาคกลาง,108125.55,487
2025-07-13,S-01,ภาคกลาง,113583.19,431
2025-07-13,S-02,ภาคกลาง,113583.19,362
2025-07-13,S-03,ภาคอีสาน,64363.81,217
2025-07-13,S-04,ภาคอีสาน,64363.81,238
2025-07-13,S-05,ภาคเหนือ,68149.92,243
2025-07-13,S-06,ภาคใต้,60577.7,192
2025-07-13,S-90,ภาคกลาง,113583.19,538
2025-07-14,S-01,ภาคกลาง,73887.79,232
2025-07-14,S-02,ภาคกลาง,73887.79,360
2025-07-14,S-03,ภาคอีสาน,41869.75,143
2025-07-14,S-04,ภาคอีสาน,41869.75,228
2025-07-14,S-05,ภาคเหนือ,44332.67,236
2025-07-14,S-06,ภาคใต้,39406.82,136
2025-07-14,S-90,ภาคกลาง,73887.79,231
2025-07-15,S-01,ภาคกลาง,91184.36,289
2025-07-15,S-02,ภาคกลาง,91184.36,293
2025-07-15,S-03,ภาคอีสาน,51671.13,198
