session_id,period,session_date,device,campaign,minutes_on_site,converted
S-015844,2025-Q2,2025-05-19,Desktop,ค้นหา,10.3,0
S-003606,2025-Q1,2025-03-15,Mobile,ค้นหา,3.6,0
S-004085,2025-Q1,2025-01-28,Mobile,ค้นหา,1.1,0
S-007323,2025-Q1,2025-03-08,Mobile,โฆษณาโซเชียล,0.9,0
S-019605,2025-Q2,2025-06-05,Desktop,อีเมล,5.5,0
S-000892,2025-Q1,2025-03-26,Mobile,โฆษณาโซเชียล,8.0,0
S-002747,2025-Q1,2025-02-20,Mobile,ค้นหา,5.4,0
S-000746,2025-Q1,2025-03-22,Mobile,อีเมล,4.4,0
S-001293,2025-Q1,2025-02-27,Mobile,ตรงเข้าเว็บ,2.1,0
S-002074,2025-Q1,2025-02-14,Mobile,โฆษณาโซเชียล,9.8,0
S-018519,2025-Q2,2025-05-01,Desktop,โฆษณาโซเชียล,9.5,0
S-017387,2025-Q2,2025-05-07,Desktop,ค้นหา,5.8,1
S-003890,2025-Q1,2025-02-02,Mobile,อีเมล,6.8,0
S-013300,2025-Q2,2025-04-10,Desktop,อีเมล,10.7,0
S-007141,2025-Q1,2025-02-18,Mobile,ค้นหา,9.7,0
S-005260,2025-Q1,2025-01-10,Mobile,ตรงเข้าเว็บ,10.7,0
S-014463,2025-Q2,2025-06-06,Desktop,ค้นหา,6.8,0
S-019634,2025-Q2,2025-05-06,Desktop,โฆษณาโซเชียล,4.5,1
S-005977,2025-Q1,2025-02-17,Mobile,อีเมล,9.3,0
S-013607,2025-Q2,2025-05-16,Desktop,โฆษณาโซเชียล,4.9,0
S-004736,2025-Q1,2025-03-05,Mobile,อีเมล,5.3,0
S-017485,2025-Q2,2025-06-01,Desktop,ตรงเข้าเว็บ,2.0,0
S-012768,2025-Q2,2025-05-20,Mobile,อีเมล,5.8,0
S-015080,2025-Q2,2025-06-13,Desktop,ตรงเข้าเว็บ,6.8,1
S-004986,2025-Q1,2025-01-31,Mobile,โฆษณาโซเชียล,6.3,0
S-014460,2025-Q2,2025-06-08,Desktop,อีเมล,7.3,0
S-003050,2025-Q1,2025-01-06,Mobile,อีเมล,9.3,0
S-017963,2025-Q2,2025-05-21,Desktop,ตรงเข้าเว็บ,6.9,0
S-018982,2025-Q2,2025-04-17,Desktop,โฆษณาโซเชียล,11.2,0
S-003432,2025-Q1,2025-03-05,Mobile,ค้นหา,5.2,1
S-017297,2025-Q2,2025-06-29,Desktop,ค้นหา,3.2,0
S-005453,2025-Q1,2025-02-04,Mobile,อีเมล,9.5,0
S-013947,2025-Q2,2025-05-19,Desktop,ตรงเข้าเว็บ,7.9,0
S-003294,2025-Q1,2025-03-03,Mobile,ค้นหา,4.4,0
S-013762,2025-Q2,2025-05-11,Desktop,อีเมล,5.0,1
S-002683,2025-Q1,2025-03-30,Mobile,โฆษณาโซเชียล,5.1,0
S-000533,2025-Q1,2025-03-17,Mobile,ตรงเข้าเว็บ,9.1,0
S-010412,2025-Q2,2025-06-14,Mobile,ตรงเข้าเว็บ,8.3,0
S-015810,2025-Q2,2025-04-19,Desktop,ตรงเข้าเว็บ,2.8,1
S-007400,2025-Q1,2025-02-16,Mobile,โฆษณาโซเชียล,5.3,0
S-016772,2025-Q2,2025-05-27,Desktop,ค้นหา,7.5,0
S-011225,2025-Q2,2025-04-13,Mobile,อีเมล,7.1,0
S-011935,2025-Q2,2025-06-27,Mobile,อีเมล,2.5,0
S-015785,2025-Q2,2025-05-30,Desktop,ค้นหา,2.7,1
S-009493,2025-Q1,2025-01-08,Desktop,ค้นหา,1.2,0
S-017202,2025-Q2,2025-06-05,Desktop,ค้นหา,8.1,0
S-008189,2025-Q1,2025-02-04,Desktop,ค้นหา,5.3,1
S-004768,2025-Q1,2025-02-05,Mobile,อีเมล,9.8,1
S-003520,2025-Q1,2025-01-30,Mobile,ค้นหา,8.5,0
S-004450,2025-Q1,2025-02-11,Mobile,ค้นหา,3.0,0
S-006294,2025-Q1,2025-03-12,Mobile,ค้นหา,7.8,0
S-002877,2025-Q1,2025-01-07,Mobile,ตรงเข้าเว็บ,11.7,0
S-018647,2025-Q2,2025-05-09,Desktop,ตรงเข้าเว็บ,2.6,0
S-003554,2025-Q1,2025-02-28,Mobile,ค้นหา,2.8,0
S-014873,2025-Q2,2025-04-03,Desktop,โฆษณาโซเชียล,11.9,0
S-017221,2025-Q2,2025-05-18,Desktop,อีเมล,4.7,0
S-016080,2025-Q2,2025-05-01,Desktop,โฆษณาโซเชียล,11.6,0
S-004354,2025-Q1,2025-02-01,Mobile,ตรงเข้าเว็บ,2.2,0
S-010189,2025-Q2,2025-04-23,Mobile,อีเมล,8.4,0
S-013339,2025-Q2,2025-04-05,Desktop,อีเมล,6.9,0
S-015668,2025-Q2,2025-06-01,Desktop,อีเมล,5.6,0
S-011968,2025-Q2,2025-04-22,Mobile,โฆษณาโซเชียล,6.9,0
S-006544,2025-Q1,2025-01-05,Mobile,ค้นหา,11.6,0
S-011704,2025-Q2,2025-04-04,Mobile,ตรงเข้าเว็บ,2.6,0
S-003902,2025-Q1,2025-02-02,Mobile,ตรงเข้าเว็บ,6.4,0
S-017657,2025-Q2,2025-04-26,Desktop,โฆษณาโซเชียล,4.5,0
S-017126,2025-Q2,2025-05-10,Desktop,โฆษณาโซเชียล,8.9,0
S-001600,2025-Q1,2025-01-23,Mobile,โฆษณาโซเชียล,9.9,1
S-009236,2025-Q1,2025-03-26,Desktop,อีเมล,11.0,1
S-017983,2025-Q2,2025-06-01,Desktop,โฆษณาโซเชียล,10.0,0
S-012944,2025-Q2,2025-05-20,Mobile,ค้นหา,11.5,1
S-004900,2025-Q1,2025-01-01,Mobile,ค้นหา,0.6,0
S-009938,2025-Q1,2025-01-16,Desktop,โฆษณาโซเชียล,9.6,1
S-013376,2025-Q2,2025-04-28,Desktop,ค้นหา,8.8,0
S-006847,2025-Q1,2025-02-22,Mobile,ตรงเข้าเว็บ,3.3,1
S-003079,2025-Q1,2025-02-08,Mobile,โฆษณาโซเชียล,9.6,0
S-005037,2025-Q1,2025-03-12,Mobile,อีเมล,0.6,0
S-015620,2025-Q2,2025-05-24,Desktop,ค้นหา,5.0,0
S-019251,2025-Q2,2025-05-10,Desktop,โฆษณาโซเชียล,8.6,0
S-001178,2025-Q1,2025-02-08,Mobile,ค้นหา,3.5,0
S-002255,2025-Q1,2025-02-13,Mobile,อีเมล,4.9,0
S-003682,2025-Q1,2025-03-31,Mobile,ตรงเข้าเว็บ,6.2,0
S-003327,2025-Q1,2025-02-26,Mobile,โฆษณาโซเชียล,7.9,0
S-007344,2025-Q1,2025-03-24,Mobile,ตรงเข้าเว็บ,10.3,0
S-004662,2025-Q1,2025-03-05,Mobile,โฆษณาโซเชียล,0.9,0
S-002507,2025-Q1,2025-02-08,Mobile,อีเมล,0.8,0
S-004401,2025-Q1,2025-02-02,Mobile,ตรงเข้าเว็บ,2.7,0
S-016226,2025-Q2,2025-06-01,Desktop,ตรงเข้าเว็บ,2.3,0
S-016874,2025-Q2,2025-04-01,Desktop,ตรงเข้าเว็บ,4.0,1
S-003786,2025-Q1,2025-01-24,Mobile,ค้นหา,1.7,0
S-011759,2025-Q2,2025-06-01,Mobile,ตรงเข้าเว็บ,11.5,0
S-008465,2025-Q1,2025-01-15,Desktop,ตรงเข้าเว็บ,6.7,0
S-008612,2025-Q1,2025-01-30,Desktop,ตรงเข้าเว็บ,5.6,0
S-008051,2025-Q1,2025-02-03,Desktop,ค้นหา,7.4,1
S-012535,2025-Q2,2025-04-26,Mobile,โฆษณาโซเชียล,8.0,0
S-012991,2025-Q2,2025-06-07,Mobile,ค้นหา,1.1,0
S-005754,2025-Q1,2025-03-31,Mobile,ค้นหา,9.3,0
S-006643,2025-Q1,2025-02-22,Mobile,โฆษณาโซเชียล,3.4,0
S-009379,2025-Q1,2025-03-19,Desktop,อีเมล,6.8,1
S-012995,2025-Q2,2025-04-23,Mobile,โฆษณาโซเชียล,11.4,0
S-000755,2025-Q1,2025-02-22,Mobile,โฆษณาโซเชียล,8.5,0
S-002922,2025-Q1,2025-02-07,Mobile,ค้นหา,2.5,0
S-018578,2025-Q2,2025-04-16,Desktop,ตรงเข้าเว็บ,5.7,0
S-014400,2025-Q2,2025-05-26,Desktop,ค้นหา,7.3,0
S-010280,2025-Q2,2025-05-24,Mobile,โฆษณาโซเชียล,6.9,0
S-003864,2025-Q1,2025-02-03,Mobile,ตรงเข้าเว็บ,3.5,0
S-015113,2025-Q2,2025-05-07,Desktop,โฆษณาโซเชียล,3.2,1
S-002022,2025-Q1,2025-02-17,Mobile,ค้นหา,1.5,0
S-012648,2025-Q2,2025-05-07,Mobile,ตรงเข้าเว็บ,1.0,0
S-011201,2025-Q2,2025-04-14,Mobile,ตรงเข้าเว็บ,7.0,0
S-000448,2025-Q1,2025-01-03,Mobile,อีเมล,11.0,0
S-004876,2025-Q1,2025-01-05,Mobile,โฆษณาโซเชียล,2.9,0
S-002694,2025-Q1,2025-01-28,Mobile,ค้นหา,7.2,0
S-008840,2025-Q1,2025-02-04,Desktop,โฆษณาโซเชียล,8.3,0
S-005430,2025-Q1,2025-03-01,Mobile,ค้นหา,2.2,0
S-019901,2025-Q2,2025-05-17,Desktop,อีเมล,1.1,0
S-003252,2025-Q1,2025-01-24,Mobile,ค้นหา,4.6,0
S-017603,2025-Q2,2025-06-21,Desktop,โฆษณาโซเชียล,6.2,0
S-008195,2025-Q1,2025-03-21,Desktop,โฆษณาโซเชียล,1.7,0
S-001823,2025-Q1,2025-01-13,Mobile,โฆษณาโซเชียล,6.6,0
S-004811,2025-Q1,2025-03-04,Mobile,อีเมล,7.7,0
S-009265,2025-Q1,2025-01-08,Desktop,อีเมล,3.8,1
S-013001,2025-Q2,2025-05-13,Desktop,อีเมล,4.2,1
S-013086,2025-Q2,2025-06-25,Desktop,ค้นหา,1.5,1
S-003985,2025-Q1,2025-03-15,Mobile,อีเมล,8.1,0
S-019982,2025-Q2,2025-05-18,Desktop,ค้นหา,7.5,1
S-015284,2025-Q2,2025-06-05,Desktop,ตรงเข้าเว็บ,4.5,1
S-005411,2025-Q1,2025-02-01,Mobile,อีเมล,8.0,0
S-012388,2025-Q2,2025-05-03,Mobile,ค้นหา,2.8,0
S-010936,2025-Q2,2025-05-14,Mobile,อีเมล,2.9,0
S-007945,2025-Q1,2025-02-10,Mobile,อีเมล,1.7,0
S-016841,2025-Q2,2025-04-17,Desktop,อีเมล,10.6,0
S-000370,2025-Q1,2025-03-27,Mobile,ค้นหา,8.8,0
S-006137,2025-Q1,2025-01-29,Mobile,ตรงเข้าเว็บ,8.4,0
S-003500,2025-Q1,2025-03-09,Mobile,โฆษณาโซเชียล,4.9,1
S-009629,2025-Q1,2025-02-28,Desktop,ค้นหา,8.0,0
S-009700,2025-Q1,2025-02-06,Desktop,ค้นหา,5.1,0
S-010917,2025-Q2,2025-04-20,Mobile,ค้นหา,8.4,0
S-012099,2025-Q2,2025-05-27,Mobile,ค้นหา,4.9,0
S-004748,2025-Q1,2025-01-12,Mobile,ตรงเข้าเว็บ,9.3,0
S-006179,2025-Q1,2025-02-11,Mobile,อีเมล,2.4,0
S-001322,2025-Q1,2025-01-06,Mobile,อีเมล,8.8,0
S-018495,2025-Q2,2025-04-11,Desktop,โฆษณาโซเชียล,5.7,0
S-013203,2025-Q2,2025-04-21,Desktop,โฆษณาโซเชียล,12.0,0
S-010044,2025-Q2,2025-06-04,Mobile,ค้นหา,2.4,0
S-005978,2025-Q1,2025-02-19,Mobile,ตรงเข้าเว็บ,9.5,0
S-000927,2025-Q1,2025-03-02,Mobile,อีเมล,11.3,0
S-002172,2025-Q1,2025-03-05,Mobile,ตรงเข้าเว็บ,4.3,0
S-009044,2025-Q1,2025-03-16,Desktop,อีเมล,6.7,1
S-007539,2025-Q1,2025-03-20,Mobile,อีเมล,2.5,0
S-019711,2025-Q2,2025-04-12,Desktop,ค้นหา,3.8,0
S-008170,2025-Q1,2025-03-18,Desktop,อีเมล,3.0,0
S-007696,2025-Q1,2025-01-30,Mobile,ค้นหา,4.7,0
S-004215,2025-Q1,2025-02-02,Mobile,ค้นหา,5.8,0
S-001666,2025-Q1,2025-02-17,Mobile,โฆษณาโซเชียล,8.6,0
S-016210,2025-Q2,2025-05-29,Desktop,อีเมล,6.0,0
S-005749,2025-Q1,2025-03-17,Mobile,โฆษณาโซเชียล,7.1,1
S-009495,2025-Q1,2025-02-19,Desktop,โฆษณาโซเชียล,8.3,1
S-010645,2025-Q2,2025-06-21,Mobile,ตรงเข้าเว็บ,4.3,0
S-004118,2025-Q1,2025-01-23,Mobile,ตรงเข้าเว็บ,2.5,0
S-001215,2025-Q1,2025-02-15,Mobile,อีเมล,1.9,0
S-006177,2025-Q1,2025-03-17,Mobile,อีเมล,7.7,0
S-002475,2025-Q1,2025-03-07,Mobile,ค้นหา,10.1,0
S-019939,2025-Q2,2025-06-19,Desktop,ค้นหา,9.0,1
S-008185,2025-Q1,2025-02-27,Desktop,ตรงเข้าเว็บ,7.7,0
S-017625,2025-Q2,2025-05-24,Desktop,โฆษณาโซเชียล,6.0,0
S-019863,2025-Q2,2025-05-11,Desktop,อีเมล,11.3,0
S-012766,2025-Q2,2025-06-07,Mobile,อีเมล,6.5,0
S-018844,2025-Q2,2025-06-23,Desktop,ค้นหา,10.9,1
S-007949,2025-Q1,2025-03-28,Mobile,ค้นหา,6.9,0
S-007532,2025-Q1,2025-02-10,Mobile,อีเมล,1.8,0
S-011231,2025-Q2,2025-06-13,Mobile,ตรงเข้าเว็บ,12.0,0
S-011919,2025-Q2,2025-04-15,Mobile,ค้นหา,6.5,0
S-016428,2025-Q2,2025-04-16,Desktop,ค้นหา,2.9,0
S-005097,2025-Q1,2025-01-12,Mobile,โฆษณาโซเชียล,11.5,0
S-019746,2025-Q2,2025-05-31,Desktop,อีเมล,10.9,0
S-015934,2025-Q2,2025-06-06,Desktop,อีเมล,2.0,0
S-010843,2025-Q2,2025-04-15,Mobile,โฆษณาโซเชียล,5.7,0
S-012214,2025-Q2,2025-06-06,Mobile,ค้นหา,1.2,0
S-003139,2025-Q1,2025-03-23,Mobile,โฆษณาโซเชียล,10.0,0
S-010776,2025-Q2,2025-06-24,Mobile,ตรงเข้าเว็บ,9.8,0
S-011818,2025-Q2,2025-04-03,Mobile,โฆษณาโซเชียล,5.9,0
S-010660,2025-Q2,2025-05-10,Mobile,อีเมล,4.0,0
S-010147,2025-Q2,2025-05-10,Mobile,ตรงเข้าเว็บ,7.9,0
S-009143,2025-Q1,2025-01-05,Desktop,โฆษณาโซเชียล,7.8,0
S-006254,2025-Q1,2025-03-07,Mobile,ตรงเข้าเว็บ,10.7,0
S-008326,2025-Q1,2025-03-07,Desktop,ค้นหา,10.4,0
S-009216,2025-Q1,2025-02-11,Desktop,ตรงเข้าเว็บ,9.7,0
S-014507,2025-Q2,2025-05-02,Desktop,อีเมล,11.1,0
S-009607,2025-Q1,2025-01-10,Desktop,ตรงเข้าเว็บ,6.6,0
S-005001,2025-Q1,2025-02-15,Mobile,ตรงเข้าเว็บ,11.4,0
S-012175,2025-Q2,2025-06-29,Mobile,ตรงเข้าเว็บ,3.4,0
S-014687,2025-Q2,2025-04-01,Desktop,ตรงเข้าเว็บ,6.3,0
S-010182,2025-Q2,2025-04-11,Mobile,โฆษณาโซเชียล,3.4,0
S-006149,2025-Q1,2025-03-24,Mobile,โฆษณาโซเชียล,3.2,1
S-014146,2025-Q2,2025-04-11,Desktop,อีเมล,10.2,0
S-007631,2025-Q1,2025-02-01,Mobile,อีเมล,7.0,0
S-002571,2025-Q1,2025-01-16,Mobile,โฆษณาโซเชียล,5.0,1
S-014448,2025-Q2,2025-05-23,Desktop,โฆษณาโซเชียล,10.5,0
S-014456,2025-Q2,2025-06-22,Desktop,โฆษณาโซเชียล,2.7,1
S-001893,2025-Q1,2025-01-21,Mobile,ตรงเข้าเว็บ,3.0,0
S-003007,2025-Q1,2025-02-13,Mobile,อีเมล,10.2,0
S-015170,2025-Q2,2025-05-02,Desktop,ค้นหา,9.4,0
S-017881,2025-Q2,2025-05-02,Desktop,ค้นหา,11.1,0
S-007494,2025-Q1,2025-03-04,Mobile,ค้นหา,1.0,1
S-005309,2025-Q1,2025-02-25,Mobile,ตรงเข้าเว็บ,7.2,0
S-015056,2025-Q2,2025-06-19,Desktop,โฆษณาโซเชียล,5.6,0
S-017907,2025-Q2,2025-05-14,Desktop,ตรงเข้าเว็บ,0.8,1
S-006438,2025-Q1,2025-02-07,Mobile,ตรงเข้าเว็บ,8.1,0
S-010669,2025-Q2,2025-05-13,Mobile,โฆษณาโซเชียล,3.4,0
S-011806,2025-Q2,2025-05-30,Mobile,ตรงเข้าเว็บ,2.0,0
S-017156,2025-Q2,2025-06-11,Desktop,ตรงเข้าเว็บ,8.8,0
S-007946,2025-Q1,2025-02-26,Mobile,ค้นหา,0.8,0
S-000657,2025-Q1,2025-01-07,Mobile,อีเมล,11.3,1
S-014142,2025-Q2,2025-04-29,Desktop,อีเมล,6.9,0
S-016215,2025-Q2,2025-04-18,Desktop,อีเมล,1.8,1
S-000057,2025-Q1,2025-02-21,Mobile,โฆษณาโซเชียล,5.3,0
S-019560,2025-Q2,2025-06-15,Desktop,ตรงเข้าเว็บ,9.5,1
S-001697,2025-Q1,2025-01-14,Mobile,โฆษณาโซเชียล,10.1,0
S-000727,2025-Q1,2025-03-30,Mobile,ค้นหา,7.6,0
S-010449,2025-Q2,2025-04-12,Mobile,ค้นหา,7.8,0
S-001769,2025-Q1,2025-02-01,Mobile,โฆษณาโซเชียล,2.5,0
S-018950,2025-Q2,2025-04-09,Desktop,อีเมล,1.0,0
S-007908,2025-Q1,2025-01-22,Mobile,ค้นหา,10.2,0
S-008118,2025-Q1,2025-03-18,Desktop,ตรงเข้าเว็บ,7.3,0
S-014945,2025-Q2,2025-05-14,Desktop,ตรงเข้าเว็บ,8.2,1
S-009280,2025-Q1,2025-01-11,Desktop,อีเมล,2.6,0
S-018477,2025-Q2,2025-06-06,Desktop,อีเมล,9.0,1
S-000988,2025-Q1,2025-01-28,Mobile,ค้นหา,1.6,0
S-018433,2025-Q2,2025-05-20,Desktop,โฆษณาโซเชียล,2.7,0
S-002981,2025-Q1,2025-03-04,Mobile,อีเมล,5.2,0
S-014328,2025-Q2,2025-05-21,Desktop,ค้นหา,11.3,0
S-018798,2025-Q2,2025-05-05,Desktop,โฆษณาโซเชียล,8.1,0
S-005989,2025-Q1,2025-01-09,Mobile,ตรงเข้าเว็บ,3.8,1
S-000836,2025-Q1,2025-02-19,Mobile,ตรงเข้าเว็บ,4.7,0
S-010283,2025-Q2,2025-06-09,Mobile,โฆษณาโซเชียล,11.5,0
S-011944,2025-Q2,2025-06-02,Mobile,ตรงเข้าเว็บ,8.8,0
S-010248,2025-Q2,2025-06-24,Mobile,ตรงเข้าเว็บ,9.3,0
S-004643,2025-Q1,2025-01-22,Mobile,ค้นหา,2.2,1
S-018402,2025-Q2,2025-05-16,Desktop,อีเมล,8.4,0
S-009152,2025-Q1,2025-03-19,Desktop,ค้นหา,5.7,1
S-014666,2025-Q2,2025-04-26,Desktop,อีเมล,7.1,0
S-014247,2025-Q2,2025-06-24,Desktop,ค้นหา,10.7,0
S-000970,2025-Q1,2025-02-15,Mobile,อีเมล,9.8,1
S-011967,2025-Q2,2025-06-01,Mobile,โฆษณาโซเชียล,6.0,0
S-011584,2025-Q2,2025-04-09,Mobile,ค้นหา,4.8,1
S-009922,2025-Q1,2025-01-08,Desktop,ค้นหา,7.4,0
S-007774,2025-Q1,2025-01-02,Mobile,ค้นหา,1.7,0
S-008811,2025-Q1,2025-03-17,Desktop,โฆษณาโซเชียล,0.6,1
S-016190,2025-Q2,2025-04-09,Desktop,ตรงเข้าเว็บ,10.9,0
S-014033,2025-Q2,2025-05-28,Desktop,ตรงเข้าเว็บ,11.3,0
S-003084,2025-Q1,2025-03-01,Mobile,ตรงเข้าเว็บ,10.8,0
S-008774,2025-Q1,2025-03-31,Desktop,ค้นหา,12.0,0
S-014567,2025-Q2,2025-06-16,Desktop,อีเมล,5.5,1
S-006621,2025-Q1,2025-01-27,Mobile,ค้นหา,5.4,0
S-013940,2025-Q2,2025-06-22,Desktop,อีเมล,1.4,0
S-015716,2025-Q2,2025-05-20,Desktop,ค้นหา,2.0,0
S-018325,2025-Q2,2025-06-27,Desktop,ตรงเข้าเว็บ,8.9,1
S-006377,2025-Q1,2025-03-04,Mobile,อีเมล,5.1,0
S-008097,2025-Q1,2025-02-09,Desktop,อีเมล,1.8,0
S-001098,2025-Q1,2025-03-14,Mobile,อีเมล,8.0,0
S-004451,2025-Q1,2025-01-31,Mobile,ตรงเข้าเว็บ,7.2,0
S-003198,2025-Q1,2025-01-20,Mobile,ค้นหา,0.9,0
S-017264,2025-Q2,2025-05-21,Desktop,อีเมล,1.6,0
S-019488,2025-Q2,2025-05-29,Desktop,ค้นหา,1.3,1
S-019806,2025-Q2,2025-06-23,Desktop,ตรงเข้าเว็บ,1.0,0
S-000374,2025-Q1,2025-01-09,Mobile,ค้นหา,1.4,0
S-011858,2025-Q2,2025-05-04,Mobile,ค้นหา,8.7,0
S-016925,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,5.5,0
S-009733,2025-Q1,2025-03-26,Desktop,ค้นหา,9.5,1
S-013410,2025-Q2,2025-05-30,Desktop,ค้นหา,2.3,0
S-015327,2025-Q2,2025-05-26,Desktop,ค้นหา,1.4,0
S-004017,2025-Q1,2025-02-21,Mobile,ตรงเข้าเว็บ,6.5,1
S-003106,2025-Q1,2025-02-16,Mobile,ตรงเข้าเว็บ,2.2,0
S-011771,2025-Q2,2025-04-11,Mobile,ค้นหา,1.5,1
S-016385,2025-Q2,2025-05-23,Desktop,โฆษณาโซเชียล,3.9,1
S-011235,2025-Q2,2025-06-09,Mobile,อีเมล,9.6,0
S-009716,2025-Q1,2025-03-20,Desktop,อีเมล,10.8,0
S-000133,2025-Q1,2025-01-09,Mobile,ค้นหา,10.5,0
S-005797,2025-Q1,2025-03-10,Mobile,ค้นหา,2.2,0
S-011138,2025-Q2,2025-06-20,Mobile,อีเมล,10.0,0
S-014913,2025-Q2,2025-05-07,Desktop,ตรงเข้าเว็บ,10.2,1
S-004637,2025-Q1,2025-02-08,Mobile,อีเมล,3.4,0
S-016836,2025-Q2,2025-05-02,Desktop,ตรงเข้าเว็บ,1.0,1
S-003725,2025-Q1,2025-01-22,Mobile,อีเมล,3.0,0
S-016176,2025-Q2,2025-04-21,Desktop,โฆษณาโซเชียล,10.5,0
S-017944,2025-Q2,2025-06-13,Desktop,อีเมล,11.6,0
S-004190,2025-Q1,2025-01-08,Mobile,อีเมล,1.2,0
S-007634,2025-Q1,2025-03-18,Mobile,ตรงเข้าเว็บ,11.6,0
S-012305,2025-Q2,2025-05-10,Mobile,โฆษณาโซเชียล,2.4,0
S-012437,2025-Q2,2025-05-02,Mobile,ค้นหา,2.8,0
S-011563,2025-Q2,2025-05-20,Mobile,ค้นหา,8.1,0
S-012309,2025-Q2,2025-05-09,Mobile,ตรงเข้าเว็บ,4.2,0
S-019107,2025-Q2,2025-04-28,Desktop,ค้นหา,3.7,1
S-008179,2025-Q1,2025-01-30,Desktop,โฆษณาโซเชียล,5.5,1
S-019039,2025-Q2,2025-06-02,Desktop,ค้นหา,11.1,0
S-018230,2025-Q2,2025-04-16,Desktop,ค้นหา,3.6,0
S-013356,2025-Q2,2025-05-09,Desktop,อีเมล,4.9,1
S-019052,2025-Q2,2025-06-21,Desktop,ตรงเข้าเว็บ,1.0,0
S-007109,2025-Q1,2025-01-29,Mobile,ตรงเข้าเว็บ,7.6,0
S-003607,2025-Q1,2025-03-10,Mobile,โฆษณาโซเชียล,0.6,0
S-005706,2025-Q1,2025-01-12,Mobile,อีเมล,10.1,0
S-003415,2025-Q1,2025-03-20,Mobile,ตรงเข้าเว็บ,10.2,0
S-017070,2025-Q2,2025-06-16,Desktop,โฆษณาโซเชียล,11.7,1
S-013554,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,11.6,0
S-003929,2025-Q1,2025-01-13,Mobile,โฆษณาโซเชียล,9.7,0
S-018806,2025-Q2,2025-04-25,Desktop,ค้นหา,6.8,0
S-008270,2025-Q1,2025-03-04,Desktop,อีเมล,8.6,0
S-004305,2025-Q1,2025-03-08,Mobile,อีเมล,4.0,1
S-011649,2025-Q2,2025-04-03,Mobile,ตรงเข้าเว็บ,10.5,0
S-015835,2025-Q2,2025-04-25,Desktop,ตรงเข้าเว็บ,1.1,1
S-007364,2025-Q1,2025-03-02,Mobile,โฆษณาโซเชียล,7.1,0
S-002433,2025-Q1,2025-02-10,Mobile,โฆษณาโซเชียล,6.2,0
S-005023,2025-Q1,2025-01-03,Mobile,ตรงเข้าเว็บ,3.0,0
S-018058,2025-Q2,2025-06-14,Desktop,โฆษณาโซเชียล,3.4,0
S-015818,2025-Q2,2025-06-24,Desktop,อีเมล,11.1,1
S-015525,2025-Q2,2025-06-25,Desktop,โฆษณาโซเชียล,4.2,1
S-000733,2025-Q1,2025-03-18,Mobile,ค้นหา,6.2,0
S-004944,2025-Q1,2025-01-29,Mobile,อีเมล,5.4,0
S-013690,2025-Q2,2025-05-20,Desktop,อีเมล,2.4,1
S-013137,2025-Q2,2025-06-16,Desktop,อีเมล,7.3,0
S-016456,2025-Q2,2025-04-03,Desktop,อีเมล,10.2,0
S-003302,2025-Q1,2025-03-29,Mobile,ค้นหา,7.6,0
S-016706,2025-Q2,2025-06-02,Desktop,โฆษณาโซเชียล,8.2,1
S-005789,2025-Q1,2025-03-22,Mobile,โฆษณาโซเชียล,1.7,0
S-011908,2025-Q2,2025-06-18,Mobile,ค้นหา,0.8,0
S-015350,2025-Q2,2025-04-13,Desktop,ตรงเข้าเว็บ,7.2,1
S-009652,2025-Q1,2025-03-15,Desktop,ค้นหา,7.8,1
S-018868,2025-Q2,2025-06-08,Desktop,ค้นหา,4.3,0
S-008036,2025-Q1,2025-03-31,Desktop,โฆษณาโซเชียล,6.4,1
S-019853,2025-Q2,2025-04-13,Desktop,โฆษณาโซเชียล,9.5,0
S-010800,2025-Q2,2025-05-28,Mobile,โฆษณาโซเชียล,5.4,0
S-005092,2025-Q1,2025-01-21,Mobile,อีเมล,1.4,0
S-002923,2025-Q1,2025-01-07,Mobile,โฆษณาโซเชียล,1.5,0
S-002515,2025-Q1,2025-03-27,Mobile,ตรงเข้าเว็บ,10.0,0
S-002102,2025-Q1,2025-02-15,Mobile,อีเมล,4.0,0
S-019048,2025-Q2,2025-06-15,Desktop,ตรงเข้าเว็บ,7.3,0
S-009946,2025-Q1,2025-03-02,Desktop,โฆษณาโซเชียล,7.4,0
S-002083,2025-Q1,2025-03-31,Mobile,โฆษณาโซเชียล,10.6,0
S-007027,2025-Q1,2025-02-24,Mobile,ค้นหา,2.6,0
S-001815,2025-Q1,2025-03-02,Mobile,อีเมล,6.6,0
S-013567,2025-Q2,2025-05-29,Desktop,อีเมล,7.0,0
S-012899,2025-Q2,2025-05-23,Mobile,ค้นหา,3.6,0
S-002722,2025-Q1,2025-03-18,Mobile,ตรงเข้าเว็บ,9.8,0
S-013980,2025-Q2,2025-05-04,Desktop,ค้นหา,4.8,1
S-016629,2025-Q2,2025-04-27,Desktop,ตรงเข้าเว็บ,1.6,0
S-005079,2025-Q1,2025-02-16,Mobile,ค้นหา,6.9,0
S-004722,2025-Q1,2025-03-29,Mobile,ตรงเข้าเว็บ,11.4,0
S-018557,2025-Q2,2025-05-12,Desktop,ค้นหา,6.4,0
S-009039,2025-Q1,2025-03-24,Desktop,อีเมล,8.2,0
S-011368,2025-Q2,2025-05-24,Mobile,ค้นหา,2.0,1
